TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_bin,Target
470.62,1,40,1,57.0,0,127.0,1.0,12470.62,Sangat Tinggi,2
385.35,1,24,1,38.0,0,269.0,1.0,5184.13,Sangat Tinggi,4
275.87,1,39,0,25.0,3,112.0,1.0,1697.58,Tinggi,3
90.94,0,7,0,63.0,2,56.0,1.0,3896.08,Sedang,1
206.25,1,3,0,74.0,2,56.0,1.0,3651.07,Tinggi,1
116.76,1,30,0,51.0,1,212.0,1.0,4480.43,Sedang,4
91.5,1,29,0,47.0,0,77.0,1.0,667.66,Sedang,3
489.31,1,21,1,43.0,1,36.0,1.0,5595.22,Sangat Tinggi,0
414.49,0,31,2,58.0,0,108.0,1.0,12709.58,Sangat Tinggi,2
28.38,1,40,1,45.0,0,260.0,1.0,8892.62,Rendah,4
456.05,1,11,1,68.0,0,20.0,1.0,11729.51,Sangat Tinggi,2
54.84,1,18,2,52.0,2,124.0,1.0,3495.51,Rendah,1
29.92,0,10,2,68.0,0,63.0,1.0,7855.01,Rendah,1
133.06,1,19,2,35.0,1,143.0,1.0,8843.44,Sedang,2
468.32,1,14,2,69.0,2,152.0,1.0,4710.04,Sangat Tinggi,1
245.62,1,35,1,23.0,3,127.0,1.0,1879.82,Tinggi,3
83.6,1,38,0,47.0,0,192.0,1.0,13899.24,Sedang,2
331.22,0,28,1,61.0,0,161.0,1.0,12613.25,Tinggi,2
57.49,0,11,2,24.0,3,177.0,1.0,765.15,Rendah,3
157.56,1,16,1,43.0,0,159.0,1.0,7541.16,Sedang,2
230.3,1,7,2,46.0,1,24.0,1.0,8356.88,Tinggi,2
305.92,1,12,0,72.0,2,88.0,1.0,1445.47,Tinggi,1
116.33,1,14,1,27.0,3,144.0,1.0,1696.15,Sedang,3
537.71,0,23,2,19.0,3,175.0,1.0,1806.08,Sangat Tinggi,0
538.17,0,42,1,27.0,1,252.0,1.0,5908.04,Sangat Tinggi,4
219.44,1,42,2,42.0,1,23.0,1.0,4207.27,Tinggi,1
58.77,1,22,2,27.0,1,191.0,1.0,7261.7,Rendah,4
719.76,1,37,1,19.0,3,190.0,1.0,690.52,Sangat Tinggi,0
163.22,1,24,2,26.0,3,217.0,1.0,1788.27,Sedang,4
291.22,0,3,2,41.0,1,100.0,1.0,3677.63,Tinggi,3
56.52,1,29,0,42.0,1,152.0,1.0,6911.2,Rendah,2
195.8,1,33,2,39.0,0,186.0,1.0,12027.68,Sedang,2
66.76,0,2,1,36.0,0,44.0,1.0,184.72,Rendah,3
106.99,1,29,1,38.0,1,152.0,1.0,5771.4,Sedang,4
107.1,0,30,2,25.0,3,175.0,1.0,193.8,Sedang,3
235.34,1,42,1,26.0,3,68.0,1.0,566.83,Tinggi,3
86.35,0,16,1,52.0,2,24.0,1.0,1550.48,Sedang,1
337.99,1,7,0,70.0,0,115.0,1.0,9038.63,Tinggi,1
577.13,0,38,1,40.0,1,66.0,1.0,6640.51,Sangat Tinggi,0
213.33,1,29,0,52.0,2,161.0,1.0,5400.44,Tinggi,1
883.92,0,40,2,53.0,2,129.0,1.0,2342.64,Sangat Tinggi,0
69.8,0,27,1,27.0,3,138.0,1.0,136.77,Rendah,3
768.94,1,16,1,64.0,2,53.0,1.0,6860.18,Sangat Tinggi,0
179.62,1,40,2,24.0,3,119.0,1.0,409.26,Sedang,3
425.91,1,17,0,23.0,3,47.0,1.0,383.58,Sangat Tinggi,3
263.34,1,10,0,64.0,2,55.0,1.0,2411.02,Tinggi,1
113.03,0,40,2,36.0,0,12.0,1.0,6756.13,Sedang,2
11.02,1,2,2,42.0,0,42.0,1.0,7879.66,Rendah,2
865.17,1,15,1,24.0,3,161.0,1.0,9297.5,Sangat Tinggi,0
152.0,1,0,0,51.0,1,63.0,1.0,7531.43,Sedang,2
270.39,1,17,0,25.0,3,104.0,1.0,899.15,Tinggi,3
261.45,0,28,2,50.0,1,96.0,1.0,6735.74,Tinggi,1
99.98,0,42,2,73.0,2,152.0,1.0,3037.97,Sedang,1
400.69,1,19,2,32.0,1,26.0,1.0,9040.33,Sangat Tinggi,2
411.47,1,13,0,26.0,3,120.0,1.0,796.63,Sangat Tinggi,3
204.63,1,19,2,52.0,1,92.0,1.0,9199.52,Tinggi,2
421.56,1,38,2,53.0,1,144.0,1.0,8037.87,Sangat Tinggi,2
193.38,1,22,0,18.0,3,285.0,1.0,1081.79,Sedang,4
377.04,1,6,0,34.0,1,64.0,1.0,3812.87,Sangat Tinggi,3
54.1,0,4,1,28.0,1,17.0,1.0,940.91,Rendah,3
18.1,1,21,0,57.0,2,66.0,1.0,6474.34,Rendah,1
408.62,0,13,2,48.0,1,159.0,1.0,2498.48,Sangat Tinggi,0
162.1,1,3,1,64.0,0,221.0,1.0,9578.74,Sedang,4
165.31,1,4,0,49.0,0,28.0,1.0,7346.66,Sedang,2
856.9,1,27,1,36.0,1,150.0,1.0,8579.69,Sangat Tinggi,0
271.22,0,21,0,45.0,0,87.0,1.0,6863.02,Tinggi,2
307.68,0,11,2,75.0,2,162.0,1.0,2052.84,Tinggi,1
348.17,1,12,0,21.0,3,181.0,1.0,1887.84,Tinggi,3
557.78,0,31,1,26.0,3,102.0,1.0,1289.48,Sangat Tinggi,0
325.6,1,9,0,69.0,0,88.0,1.0,13777.1,Tinggi,2
235.83,0,22,2,53.0,1,169.0,1.0,4120.75,Tinggi,4
603.54,1,0,2,44.0,0,26.0,1.0,10517.47,Sangat Tinggi,0
270.25,1,40,0,31.0,1,42.0,1.0,5414.97,Tinggi,3
123.38,1,34,2,59.0,0,40.0,1.0,13542.41,Sedang,2
577.12,1,41,0,39.0,1,69.0,1.0,5265.88,Sangat Tinggi,0
92.24,1,30,1,60.0,1,93.0,1.0,6937.48,Sedang,1
856.21,0,7,1,33.0,0,109.0,1.0,12690.79,Sangat Tinggi,0
251.54,1,40,1,48.0,0,177.0,1.0,254.75,Tinggi,4
28.63,1,36,1,56.0,2,146.0,1.0,3382.91,Rendah,1
185.97,1,10,2,23.0,3,19.0,1.0,1776.91,Sedang,3
243.08,0,17,2,24.0,3,93.0,1.0,131.25,Tinggi,3
12.18,1,27,1,76.0,2,77.0,1.0,4909.24,Rendah,1
232.12,1,29,0,37.0,1,51.0,1.0,6689.87,Tinggi,2
198.62,0,40,1,27.0,3,84.0,1.0,1196.07,Sedang,3
